n,base_accuracy,base_balanced_accuracy,base_auc,stage1_accept_n,stage1_accept_rate,stage2_accept_n,stage2_accept_rate,reject_n,reject_rate,automated_n,automated_rate,rescued_n,hurt_n,rescued_fn_n,rescued_fp_n,hurt_fn_n,hurt_fp_n,stage1_n,stage1_accuracy,stage1_balanced_accuracy,stage1_f1,stage1_sensitivity_high,stage1_specificity_low,stage1_tn,stage1_fp,stage1_fn,stage1_tp,stage1_auc,stage2_n,stage2_accuracy,stage2_balanced_accuracy,stage2_f1,stage2_sensitivity_high,stage2_specificity_low,stage2_tn,stage2_fp,stage2_fn,stage2_tp,stage2_auc,automated_accuracy,automated_balanced_accuracy,automated_f1,automated_sensitivity_high,automated_specificity_low,automated_tn,automated_fp,automated_fn,automated_tp,automated_auc,system_if_reject_corrected_n,system_if_reject_corrected_accuracy,system_if_reject_corrected_balanced_accuracy,system_if_reject_corrected_f1,system_if_reject_corrected_sensitivity_high,system_if_reject_corrected_specificity_low,system_if_reject_corrected_tn,system_if_reject_corrected_fp,system_if_reject_corrected_fn,system_if_reject_corrected_tp,system_if_reject_corrected_auc,base_candidate,base_objective,target_accept_acc,gate,corrector,corrector_conf_min,include_quality,scope,fold_thresholds_json,external_base_threshold,external_base_selection_score
591,86.63%,85.38%,90.37%,453,76.65%,99,16.75%,39,6.60%,552,93.40%,3,6,2,1,1,5,453,89.62%,88.86%,0.8676056338028169,0.850828729281768,0.9264705882352942,252,20,27,154,0.92811585960351,99,74.75%,71.52%,0.6031746031746031,0.6333333333333333,0.7971014492753623,55,14,11,19,0.708695652173913,86.96%,86.01%,0.8277511961722488,0.8199052132701422,0.9002932551319648,307,34,38,173,0.8918986532501286,591,87.82%,86.86%,0.8371040723981901,0.8295964125560538,0.907608695652174,334,34,38,185,0.8863448040553714,stack_extra_d3_core,balanced_accuracy,0.9,base_conf,corr_logreg,0.65,False,internal_nested_old_third,"[{""fold_id"": 1, ""base_threshold"": 0.5149999999999999, ""base_selection_score"": 0.8632768361581921, ""threshold"": 0.6062030090050835, ""train_accept_n"": 421, ""train_accept_acc"": 0.9002375296912114}, {""fold_id"": 2, ""base_threshold"": 0.5149999999999999, ""base_selection_score"": 0.856800820887014, ""threshold"": 0.6617419996926284, ""train_accept_n"": 354, ""train_accept_acc"": 0.9011299435028248}, {""fold_id"": 3, ""base_threshold"": 0.5149999999999999, ""base_selection_score"": 0.8640880933378938, ""threshold"": 0.6056020703142276, ""train_accept_n"": 421, ""train_accept_acc"": 0.9002375296912114}, {""fold_id"": 4, ""base_threshold"": 0.5149999999999999, ""base_selection_score"": 0.8507296773457986, ""threshold"": 0.6811422831630728, ""train_accept_n"": 343, ""train_accept_acc"": 0.9008746355685131}, {""fold_id"": 5, ""base_threshold"": 0.5199999999999999, ""base_selection_score"": 0.8469148733574557, ""threshold"": 0.6975802395763828, ""train_accept_n"": 321, ""train_accept_acc"": 0.9003115264797508}]",,
591,86.63%,85.38%,90.37%,453,76.65%,99,16.75%,39,6.60%,552,93.40%,3,6,2,1,1,5,453,89.62%,88.86%,0.8676056338028169,0.850828729281768,0.9264705882352942,252,20,27,154,0.92811585960351,99,74.75%,71.52%,0.6031746031746031,0.6333333333333333,0.7971014492753623,55,14,11,19,0.708695652173913,86.96%,86.01%,0.8277511961722488,0.8199052132701422,0.9002932551319648,307,34,38,173,0.8918986532501286,591,87.82%,86.86%,0.8371040723981901,0.8295964125560538,0.907608695652174,334,34,38,185,0.8863448040553714,stack_extra_d3_core,balanced_accuracy,0.9,base_conf,corr_logreg,0.65,True,internal_nested_old_third,"[{""fold_id"": 1, ""base_threshold"": 0.5149999999999999, ""base_selection_score"": 0.8632768361581921, ""threshold"": 0.6062030090050835, ""train_accept_n"": 421, ""train_accept_acc"": 0.9002375296912114}, {""fold_id"": 2, ""base_threshold"": 0.5149999999999999, ""base_selection_score"": 0.856800820887014, ""threshold"": 0.6617419996926284, ""train_accept_n"": 354, ""train_accept_acc"": 0.9011299435028248}, {""fold_id"": 3, ""base_threshold"": 0.5149999999999999, ""base_selection_score"": 0.8640880933378938, ""threshold"": 0.6056020703142276, ""train_accept_n"": 421, ""train_accept_acc"": 0.9002375296912114}, {""fold_id"": 4, ""base_threshold"": 0.5149999999999999, ""base_selection_score"": 0.8507296773457986, ""threshold"": 0.6811422831630728, ""train_accept_n"": 343, ""train_accept_acc"": 0.9008746355685131}, {""fold_id"": 5, ""base_threshold"": 0.5199999999999999, ""base_selection_score"": 0.8469148733574557, ""threshold"": 0.6975802395763828, ""train_accept_n"": 321, ""train_accept_acc"": 0.9003115264797508}]",,
591,86.63%,85.38%,90.37%,515,87.14%,52,8.80%,24,4.06%,567,95.94%,4,3,1,3,2,1,515,88.74%,86.75%,0.8361581920903954,0.7956989247311828,0.939209726443769,309,20,38,148,0.9100075170768376,52,78.85%,78.74%,0.8,0.8148148148148148,0.76,19,6,5,22,0.7437037037037038,87.83%,86.23%,0.8312958435207825,0.7981220657276995,0.9265536723163842,328,26,43,170,0.8958515689239012,591,88.32%,86.83%,0.8391608391608392,0.8071748878923767,0.9293478260869565,342,26,43,180,0.8942288945213491,stack_extra_d3_core,balanced_accuracy,0.9,gate_logreg,corr_logreg,0.65,False,internal_nested_old_third,"[{""fold_id"": 1, ""base_threshold"": 0.5149999999999999, ""base_selection_score"": 0.8632768361581921, ""threshold"": 0.25629218681011945, ""train_accept_n"": 426, ""train_accept_acc"": 0.9014084507042254}, {""fold_id"": 2, ""base_threshold"": 0.5149999999999999, ""base_selection_score"": 0.856800820887014, ""threshold"": 0.26393839833124094, ""train_accept_n"": 411, ""train_accept_acc"": 0.9002433090024331}, {""fold_id"": 3, ""base_threshold"": 0.5149999999999999, ""base_selection_score"": 0.8640880933378938, ""threshold"": 0.23957699561265627, ""train_accept_n"": 430, ""train_accept_acc"": 0.9}, {""fold_id"": 4, ""base_threshold"": 0.5149999999999999, ""base_selection_score"": 0.8507296773457986, ""threshold"": 0.31933859020219885, ""train_accept_n"": 402, ""train_accept_acc"": 0.900497512437811}, {""fold_id"": 5, ""base_threshold"": 0.5199999999999999, ""base_selection_score"": 0.8469148733574557, ""threshold"": 0.3362888723407052, ""train_accept_n"": 397, ""train_accept_acc"": 0.9017632241813602}]",,
591,86.63%,85.38%,90.37%,515,87.14%,52,8.80%,24,4.06%,567,95.94%,4,3,1,3,2,1,515,88.74%,86.75%,0.8361581920903954,0.7956989247311828,0.939209726443769,309,20,38,148,0.9100075170768376,52,78.85%,78.74%,0.8,0.8148148148148148,0.76,19,6,5,22,0.7437037037037038,87.83%,86.23%,0.8312958435207825,0.7981220657276995,0.9265536723163842,328,26,43,170,0.8958515689239012,591,88.32%,86.83%,0.8391608391608392,0.8071748878923767,0.9293478260869565,342,26,43,180,0.8942288945213491,stack_extra_d3_core,balanced_accuracy,0.9,gate_logreg,corr_logreg,0.65,True,internal_nested_old_third,"[{""fold_id"": 1, ""base_threshold"": 0.5149999999999999, ""base_selection_score"": 0.8632768361581921, ""threshold"": 0.25629218681011906, ""train_accept_n"": 426, ""train_accept_acc"": 0.9014084507042254}, {""fold_id"": 2, ""base_threshold"": 0.5149999999999999, ""base_selection_score"": 0.856800820887014, ""threshold"": 0.26393839833124116, ""train_accept_n"": 411, ""train_accept_acc"": 0.9002433090024331}, {""fold_id"": 3, ""base_threshold"": 0.5149999999999999, ""base_selection_score"": 0.8640880933378938, ""threshold"": 0.2395769956126662, ""train_accept_n"": 430, ""train_accept_acc"": 0.9}, {""fold_id"": 4, ""base_threshold"": 0.5149999999999999, ""base_selection_score"": 0.8507296773457986, ""threshold"": 0.31933859020220295, ""train_accept_n"": 402, ""train_accept_acc"": 0.900497512437811}, {""fold_id"": 5, ""base_threshold"": 0.5199999999999999, ""base_selection_score"": 0.8469148733574557, ""threshold"": 0.3362888723403645, ""train_accept_n"": 397, ""train_accept_acc"": 0.9017632241813602}]",,
591,86.97%,86.36%,91.62%,533,90.19%,34,5.75%,24,4.06%,567,95.94%,1,5,0,1,5,0,533,89.68%,88.33%,0.8501362397820164,0.8387096774193549,0.9279538904899135,322,25,30,156,0.9213457903380744,34,50.00%,48.81%,0.5853658536585366,0.5217391304347826,0.45454545454545453,5,6,11,12,0.5573122529644269,87.30%,85.86%,0.8235294117647058,0.8038277511961722,0.9134078212290503,327,31,41,168,0.9114364759028093,591,87.82%,86.60%,0.8348623853211009,0.8161434977578476,0.9157608695652174,337,31,41,182,0.908979576915578,stack_gb_d2_multiview,balanced_accuracy,0.9,base_conf,corr_logreg,0.65,False,internal_nested_old_third,"[{""fold_id"": 1, ""base_threshold"": 0.30999999999999994, ""base_selection_score"": 0.8734463276836159, ""threshold"": 0.605444109562813, ""train_accept_n"": 443, ""train_accept_acc"": 0.9006772009029346}, {""fold_id"": 2, ""base_threshold"": 0.30999999999999994, ""base_selection_score"": 0.8740451487857712, ""threshold"": 0.6930920805503646, ""train_accept_n"": 427, ""train_accept_acc"": 0.9016393442622951}, {""fold_id"": 3, ""base_threshold"": 0.30999999999999994, ""base_selection_score"": 0.8835176528712043, ""threshold"": 0.5527429651587554, ""train_accept_n"": 445, ""train_accept_acc"": 0.9011235955056179}, {""fold_id"": 4, ""base_threshold"": 0.36999999999999994, ""base_selection_score"": 0.8629954775206172, ""threshold"": 0.7184021359115279, ""train_accept_n"": 422, ""train_accept_acc"": 0.9004739336492891}, {""fold_id"": 5, ""base_threshold"": 0.32999999999999996, ""base_selection_score"": 0.8603313654541992, ""threshold"": 0.7656622065180473, ""train_accept_n"": 386, ""train_accept_acc"": 0.9015544041450777}]",,
591,86.97%,86.36%,91.62%,533,90.19%,34,5.75%,24,4.06%,567,95.94%,1,5,0,1,5,0,533,89.68%,88.33%,0.8501362397820164,0.8387096774193549,0.9279538904899135,322,25,30,156,0.9213457903380744,34,50.00%,48.81%,0.5853658536585366,0.5217391304347826,0.45454545454545453,5,6,11,12,0.5573122529644269,87.30%,85.86%,0.8235294117647058,0.8038277511961722,0.9134078212290503,327,31,41,168,0.9114364759028093,591,87.82%,86.60%,0.8348623853211009,0.8161434977578476,0.9157608695652174,337,31,41,182,0.908979576915578,stack_gb_d2_multiview,balanced_accuracy,0.9,base_conf,corr_logreg,0.65,True,internal_nested_old_third,"[{""fold_id"": 1, ""base_threshold"": 0.30999999999999994, ""base_selection_score"": 0.8734463276836159, ""threshold"": 0.605444109562813, ""train_accept_n"": 443, ""train_accept_acc"": 0.9006772009029346}, {""fold_id"": 2, ""base_threshold"": 0.30999999999999994, ""base_selection_score"": 0.8740451487857712, ""threshold"": 0.6930920805503646, ""train_accept_n"": 427, ""train_accept_acc"": 0.9016393442622951}, {""fold_id"": 3, ""base_threshold"": 0.30999999999999994, ""base_selection_score"": 0.8835176528712043, ""threshold"": 0.5527429651587554, ""train_accept_n"": 445, ""train_accept_acc"": 0.9011235955056179}, {""fold_id"": 4, ""base_threshold"": 0.36999999999999994, ""base_selection_score"": 0.8629954775206172, ""threshold"": 0.7184021359115279, ""train_accept_n"": 422, ""train_accept_acc"": 0.9004739336492891}, {""fold_id"": 5, ""base_threshold"": 0.32999999999999996, ""base_selection_score"": 0.8603313654541992, ""threshold"": 0.7656622065180473, ""train_accept_n"": 386, ""train_accept_acc"": 0.9015544041450777}]",,
591,86.46%,86.22%,91.76%,534,90.36%,37,6.26%,20,3.38%,571,96.62%,2,6,0,2,5,1,534,89.14%,87.95%,0.8465608465608465,0.837696335078534,0.9212827988338192,316,27,31,160,0.92450353364981,37,54.05%,51.34%,0.6382978723404256,0.7142857142857143,0.3125,5,11,6,15,0.625,86.87%,85.98%,0.8235294117647058,0.8254716981132075,0.8941504178272981,321,38,37,175,0.91526514952436,591,87.31%,86.54%,0.8322147651006712,0.8340807174887892,0.8967391304347826,330,38,37,186,0.9126779099239619,stack_gb_d2_core,balanced_accuracy,0.9,gate_logreg,corr_logreg,0.65,False,internal_nested_old_third,"[{""fold_id"": 1, ""base_threshold"": 0.295, ""base_selection_score"": 0.8751412429378531, ""threshold"": 0.14232257274579044, ""train_accept_n"": 450, ""train_accept_acc"": 0.9}, {""fold_id"": 2, ""base_threshold"": 0.295, ""base_selection_score"": 0.8717364040588302, ""threshold"": 0.20090204048808225, ""train_accept_n"": 431, ""train_accept_acc"": 0.9002320185614849}, {""fold_id"": 3, ""base_threshold"": 0.31999999999999995, ""base_selection_score"": 0.8762303804203245, ""threshold"": 0.16243813568549378, ""train_accept_n"": 445, ""train_accept_acc"": 0.9011235955056179}, {""fold_id"": 4, ""base_threshold"": 0.31999999999999995, ""base_selection_score"": 0.8544920761600729, ""threshold"": 0.2792328794485856, ""train_accept_n"": 422, ""train_accept_acc"": 0.9004739336492891}, {""fold_id"": 5, ""base_threshold"": 0.295, ""base_selection_score"": 0.8557798514568653, ""threshold"": 0.28121650150647237, ""train_accept_n"": 414, ""train_accept_acc"": 0.9009661835748792}]",,
591,86.46%,86.22%,91.76%,534,90.36%,37,6.26%,20,3.38%,571,96.62%,2,6,0,2,5,1,534,89.14%,87.95%,0.8465608465608465,0.837696335078534,0.9212827988338192,316,27,31,160,0.92450353364981,37,54.05%,51.34%,0.6382978723404256,0.7142857142857143,0.3125,5,11,6,15,0.625,86.87%,85.98%,0.8235294117647058,0.8254716981132075,0.8941504178272981,321,38,37,175,0.91526514952436,591,87.31%,86.54%,0.8322147651006712,0.8340807174887892,0.8967391304347826,330,38,37,186,0.9126779099239619,stack_gb_d2_core,balanced_accuracy,0.9,gate_logreg,corr_logreg,0.65,True,internal_nested_old_third,"[{""fold_id"": 1, ""base_threshold"": 0.295, ""base_selection_score"": 0.8751412429378531, ""threshold"": 0.14232257274579968, ""train_accept_n"": 450, ""train_accept_acc"": 0.9}, {""fold_id"": 2, ""base_threshold"": 0.295, ""base_selection_score"": 0.8717364040588302, ""threshold"": 0.20090204049009647, ""train_accept_n"": 431, ""train_accept_acc"": 0.9002320185614849}, {""fold_id"": 3, ""base_threshold"": 0.31999999999999995, ""base_selection_score"": 0.8762303804203245, ""threshold"": 0.16243813568727486, ""train_accept_n"": 445, ""train_accept_acc"": 0.9011235955056179}, {""fold_id"": 4, ""base_threshold"": 0.31999999999999995, ""base_selection_score"": 0.8544920761600729, ""threshold"": 0.27923287944863784, ""train_accept_n"": 422, ""train_accept_acc"": 0.9004739336492891}, {""fold_id"": 5, ""base_threshold"": 0.295, ""base_selection_score"": 0.8557798514568653, ""threshold"": 0.28121650150647265, ""train_accept_n"": 414, ""train_accept_acc"": 0.9009661835748792}]",,
591,85.79%,84.70%,89.17%,528,89.34%,41,6.94%,22,3.72%,569,96.28%,2,3,1,1,2,1,528,89.02%,87.40%,0.8457446808510638,0.8112244897959183,0.9367469879518072,311,21,37,159,0.9004487337103517,41,63.41%,64.37%,0.6341463414634146,0.7222222222222222,0.5652173913043478,13,10,5,13,0.6376811594202898,87.17%,85.82%,0.8249400479616307,0.8037383177570093,0.9126760563380282,324,31,42,172,0.8894300381729631,591,87.65%,86.37%,0.832183908045977,0.8116591928251121,0.9157608695652174,337,31,42,181,0.8875389939559368,stack_logreg_c03_multiview,balanced_accuracy,0.9,gate_logreg,corr_logreg,0.65,False,internal_nested_old_third,"[{""fold_id"": 1, ""base_threshold"": 0.6599999999999999, ""base_selection_score"": 0.8666666666666667, ""threshold"": 0.22101734922974528, ""train_accept_n"": 443, ""train_accept_acc"": 0.9006772009029346}, {""fold_id"": 2, ""base_threshold"": 0.43999999999999995, ""base_selection_score"": 0.8600786683388439, ""threshold"": 0.2777860556551406, ""train_accept_n"": 407, ""train_accept_acc"": 0.9017199017199017}, {""fold_id"": 3, ""base_threshold"": 0.3499999999999999, ""base_selection_score"": 0.8689431079694447, ""threshold"": 0.2092334320200344, ""train_accept_n"": 432, ""train_accept_acc"": 0.9004629629629629}, {""fold_id"": 4, ""base_threshold"": 0.6599999999999999, ""base_selection_score"": 0.8542545509824042, ""threshold"": 0.29403728628758113, ""train_accept_n"": 415, ""train_accept_acc"": 0.9012048192771084}, {""fold_id"": 5, ""base_threshold"": 0.3499999999999999, ""base_selection_score"": 0.8507903256522567, ""threshold"": 0.3289571956702274, ""train_accept_n"": 405, ""train_accept_acc"": 0.9012345679012346}]",,
591,85.79%,84.70%,89.17%,528,89.34%,41,6.94%,22,3.72%,569,96.28%,2,3,1,1,2,1,528,89.02%,87.40%,0.8457446808510638,0.8112244897959183,0.9367469879518072,311,21,37,159,0.9004487337103517,41,63.41%,64.37%,0.6341463414634146,0.7222222222222222,0.5652173913043478,13,10,5,13,0.6376811594202898,87.17%,85.82%,0.8249400479616307,0.8037383177570093,0.9126760563380282,324,31,42,172,0.8894300381729631,591,87.65%,86.37%,0.832183908045977,0.8116591928251121,0.9157608695652174,337,31,42,181,0.8875389939559368,stack_logreg_c03_multiview,balanced_accuracy,0.9,gate_logreg,corr_logreg,0.65,True,internal_nested_old_third,"[{""fold_id"": 1, ""base_threshold"": 0.6599999999999999, ""base_selection_score"": 0.8666666666666667, ""threshold"": 0.2210173492297453, ""train_accept_n"": 443, ""train_accept_acc"": 0.9006772009029346}, {""fold_id"": 2, ""base_threshold"": 0.43999999999999995, ""base_selection_score"": 0.8600786683388439, ""threshold"": 0.2777860556551386, ""train_accept_n"": 407, ""train_accept_acc"": 0.9017199017199017}, {""fold_id"": 3, ""base_threshold"": 0.3499999999999999, ""base_selection_score"": 0.8689431079694447, ""threshold"": 0.2092334320196825, ""train_accept_n"": 432, ""train_accept_acc"": 0.9004629629629629}, {""fold_id"": 4, ""base_threshold"": 0.6599999999999999, ""base_selection_score"": 0.8542545509824042, ""threshold"": 0.2940372862875795, ""train_accept_n"": 415, ""train_accept_acc"": 0.9012048192771084}, {""fold_id"": 5, ""base_threshold"": 0.3499999999999999, ""base_selection_score"": 0.8507903256522567, ""threshold"": 0.3289571956702277, ""train_accept_n"": 405, ""train_accept_acc"": 0.9012345679012346}]",,
591,86.97%,86.36%,91.62%,542,91.71%,32,5.41%,17,2.88%,574,97.12%,1,3,1,0,3,0,542,88.93%,87.63%,0.8412698412698413,0.8324607329842932,0.9202279202279202,323,28,32,159,0.9210632299637536,32,50.00%,45.75%,0.6190476190476191,0.6842105263157895,0.23076923076923078,3,10,6,13,0.5546558704453441,86.76%,85.73%,0.819047619047619,0.819047619047619,0.8956043956043956,326,38,38,172,0.9156200941915227,591,87.14%,86.32%,0.8295964125560538,0.8295964125560538,0.8967391304347826,330,38,38,185,0.9138720998245272,stack_gb_d2_multiview,balanced_accuracy,0.9,gate_logreg,corr_logreg,0.65,False,internal_nested_old_third,"[{""fold_id"": 1, ""base_threshold"": 0.30999999999999994, ""base_selection_score"": 0.8734463276836159, ""threshold"": 0.16503591456574382, ""train_accept_n"": 446, ""train_accept_acc"": 0.9013452914798207}, {""fold_id"": 2, ""base_threshold"": 0.30999999999999994, ""base_selection_score"": 0.8740451487857712, ""threshold"": 0.19537307267536944, ""train_accept_n"": 434, ""train_accept_acc"": 0.9009216589861752}, {""fold_id"": 3, ""base_threshold"": 0.30999999999999994, ""base_selection_score"": 0.8835176528712043, ""threshold"": 0.17568882201725378, ""train_accept_n"": 445, ""train_accept_acc"": 0.9011235955056179}, {""fold_id"": 4, ""base_threshold"": 0.36999999999999994, ""base_selection_score"": 0.8629954775206172, ""threshold"": 0.25520458318765876, ""train_accept_n"": 423, ""train_accept_acc"": 0.900709219858156}, {""fold_id"": 5, ""base_threshold"": 0.32999999999999996, ""base_selection_score"": 0.8603313654541992, ""threshold"": 0.26889723361177953, ""train_accept_n"": 414, ""train_accept_acc"": 0.9009661835748792}]",,
591,86.97%,86.36%,91.62%,542,91.71%,32,5.41%,17,2.88%,574,97.12%,1,3,1,0,3,0,542,88.93%,87.63%,0.8412698412698413,0.8324607329842932,0.9202279202279202,323,28,32,159,0.9210632299637536,32,50.00%,45.75%,0.6190476190476191,0.6842105263157895,0.23076923076923078,3,10,6,13,0.5546558704453441,86.76%,85.73%,0.819047619047619,0.819047619047619,0.8956043956043956,326,38,38,172,0.9156200941915227,591,87.14%,86.32%,0.8295964125560538,0.8295964125560538,0.8967391304347826,330,38,38,185,0.9138720998245272,stack_gb_d2_multiview,balanced_accuracy,0.9,gate_logreg,corr_logreg,0.65,True,internal_nested_old_third,"[{""fold_id"": 1, ""base_threshold"": 0.30999999999999994, ""base_selection_score"": 0.8734463276836159, ""threshold"": 0.1650359145657436, ""train_accept_n"": 446, ""train_accept_acc"": 0.9013452914798207}, {""fold_id"": 2, ""base_threshold"": 0.30999999999999994, ""base_selection_score"": 0.8740451487857712, ""threshold"": 0.19537307267536877, ""train_accept_n"": 434, ""train_accept_acc"": 0.9009216589861752}, {""fold_id"": 3, ""base_threshold"": 0.30999999999999994, ""base_selection_score"": 0.8835176528712043, ""threshold"": 0.1756888220172742, ""train_accept_n"": 445, ""train_accept_acc"": 0.9011235955056179}, {""fold_id"": 4, ""base_threshold"": 0.36999999999999994, ""base_selection_score"": 0.8629954775206172, ""threshold"": 0.2552045831875901, ""train_accept_n"": 423, ""train_accept_acc"": 0.900709219858156}, {""fold_id"": 5, ""base_threshold"": 0.32999999999999996, ""base_selection_score"": 0.8603313654541992, ""threshold"": 0.2688972336117609, ""train_accept_n"": 414, ""train_accept_acc"": 0.9009661835748792}]",,
591,78.00%,76.68%,86.00%,460,77.83%,101,17.09%,30,5.08%,561,94.92%,49,11,15,34,4,7,460,88.26%,85.94%,0.8291139240506329,0.7705882352941177,0.9482758620689655,275,15,39,131,0.9081135902636917,101,81.19%,81.82%,0.7764705882352941,0.8461538461538461,0.7903225806451613,49,13,6,33,0.8213399503722085,86.99%,85.26%,0.8179551122194514,0.784688995215311,0.9204545454545454,324,28,45,164,0.8888375380600262,591,87.65%,86.11%,0.8298368298368298,0.7982062780269058,0.9239130434782609,340,28,45,178,0.8807516085006823,prob_mean_core,balanced_accuracy,0.9,gate_logreg,corr_logreg,0.65,False,internal_nested_old_third,"[{""fold_id"": 1, ""base_threshold"": 0.49499999999999994, ""base_selection_score"": 0.7949152542372881, ""threshold"": 0.4067659227976963, ""train_accept_n"": 370, ""train_accept_acc"": 0.9}, {""fold_id"": 2, ""base_threshold"": 0.49499999999999994, ""base_selection_score"": 0.7822179150990005, ""threshold"": 0.37953727325890535, ""train_accept_n"": 360, ""train_accept_acc"": 0.9}, {""fold_id"": 3, ""base_threshold"": 0.49499999999999994, ""base_selection_score"": 0.8017709877246988, ""threshold"": 0.3460804992305204, ""train_accept_n"": 383, ""train_accept_acc"": 0.9007832898172323}, {""fold_id"": 4, ""base_threshold"": 0.575, ""base_selection_score"": 0.7840516094706038, ""threshold"": 0.41380446571040125, ""train_accept_n"": 356, ""train_accept_acc"": 0.901685393258427}, {""fold_id"": 5, ""base_threshold"": 0.595, ""base_selection_score"": 0.7772233860217101, ""threshold"": 0.4448174992627413, ""train_accept_n"": 347, ""train_accept_acc"": 0.9020172910662824}]",,
591,78.00%,76.68%,86.00%,460,77.83%,101,17.09%,30,5.08%,561,94.92%,49,11,15,34,4,7,460,88.26%,85.94%,0.8291139240506329,0.7705882352941177,0.9482758620689655,275,15,39,131,0.9081135902636917,101,81.19%,81.82%,0.7764705882352941,0.8461538461538461,0.7903225806451613,49,13,6,33,0.8213399503722085,86.99%,85.26%,0.8179551122194514,0.784688995215311,0.9204545454545454,324,28,45,164,0.8888375380600262,591,87.65%,86.11%,0.8298368298368298,0.7982062780269058,0.9239130434782609,340,28,45,178,0.8807516085006823,prob_mean_core,balanced_accuracy,0.9,gate_logreg,corr_logreg,0.65,True,internal_nested_old_third,"[{""fold_id"": 1, ""base_threshold"": 0.49499999999999994, ""base_selection_score"": 0.7949152542372881, ""threshold"": 0.4067659227976963, ""train_accept_n"": 370, ""train_accept_acc"": 0.9}, {""fold_id"": 2, ""base_threshold"": 0.49499999999999994, ""base_selection_score"": 0.7822179150990005, ""threshold"": 0.37953727325890535, ""train_accept_n"": 360, ""train_accept_acc"": 0.9}, {""fold_id"": 3, ""base_threshold"": 0.49499999999999994, ""base_selection_score"": 0.8017709877246988, ""threshold"": 0.34608049923051604, ""train_accept_n"": 383, ""train_accept_acc"": 0.9007832898172323}, {""fold_id"": 4, ""base_threshold"": 0.575, ""base_selection_score"": 0.7840516094706038, ""threshold"": 0.4138044657104113, ""train_accept_n"": 356, ""train_accept_acc"": 0.901685393258427}, {""fold_id"": 5, ""base_threshold"": 0.595, ""base_selection_score"": 0.7772233860217101, ""threshold"": 0.44481749926268627, ""train_accept_n"": 347, ""train_accept_acc"": 0.9020172910662824}]",,
591,86.97%,86.36%,91.62%,542,91.71%,49,8.29%,0,0.00%,591,100.00%,3,5,1,2,4,1,542,88.93%,87.63%,0.8412698412698413,0.8324607329842932,0.9202279202279202,323,28,32,159,0.9210632299637536,49,61.22%,53.77%,0.7246376811594203,0.78125,0.29411764705882354,5,12,7,25,0.474264705882353,86.63%,85.82%,0.8232662192393736,0.8251121076233184,0.8913043478260869,328,40,39,184,0.916162994735816,591,86.63%,85.82%,0.8232662192393736,0.8251121076233184,0.8913043478260869,328,40,39,184,0.916162994735816,stack_gb_d2_multiview,balanced_accuracy,0.9,gate_logreg,corr_extra,0.0,False,internal_nested_old_third,"[{""fold_id"": 1, ""base_threshold"": 0.30999999999999994, ""base_selection_score"": 0.8734463276836159, ""threshold"": 0.16503591456574382, ""train_accept_n"": 446, ""train_accept_acc"": 0.9013452914798207}, {""fold_id"": 2, ""base_threshold"": 0.30999999999999994, ""base_selection_score"": 0.8740451487857712, ""threshold"": 0.19537307267536944, ""train_accept_n"": 434, ""train_accept_acc"": 0.9009216589861752}, {""fold_id"": 3, ""base_threshold"": 0.30999999999999994, ""base_selection_score"": 0.8835176528712043, ""threshold"": 0.17568882201725378, ""train_accept_n"": 445, ""train_accept_acc"": 0.9011235955056179}, {""fold_id"": 4, ""base_threshold"": 0.36999999999999994, ""base_selection_score"": 0.8629954775206172, ""threshold"": 0.25520458318765876, ""train_accept_n"": 423, ""train_accept_acc"": 0.900709219858156}, {""fold_id"": 5, ""base_threshold"": 0.32999999999999996, ""base_selection_score"": 0.8603313654541992, ""threshold"": 0.26889723361177953, ""train_accept_n"": 414, ""train_accept_acc"": 0.9009661835748792}]",,
