domain,case_id,original_case_id,final_pred,prob_mean_core,v185_auto_decision,v185_review_or_reject,v195_release_from_review,v195_auto_decision,v195_review_or_reject,v195_plus_release_from_review,v195_plus_new_release_vs_v195,v195_plus_auto_decision,v195_plus_review_or_reject,v195_plus_release_reason,v195_plus_releasing_candidate_n,v195_plus_releasing_candidate_ids,v195_plus_policy_id,task_l6_label,label_idx,v195_auto_error,v195_auto_high_risk_fn,v195_plus_auto_error,v195_plus_auto_high_risk_fn,v195_plus_new_release_error,v195_plus_new_release_high_risk_fn
old_data,batch2_2115522,2115522,0,0.5906207099633175,False,True,True,True,False,True,False,True,False,v195_selected_release,2,v161_final_review_or_reject||tabular_hgb_l2||agreement_release_only||0.990;v161_final_review_or_reject||tabular_logreg_c1||agreement_release_only||0.985,phase2_min10_both_domain_union,B1,0,False,False,False,False,False,False
old_data,batch2_2211250,2211250,0,0.5700530231650359,False,True,True,True,False,True,False,True,False,v195_selected_release,4,v161_final_review_or_reject||tabular_hgb_l2||agreement_release_only||0.990;v161_final_review_or_reject||tabular_logreg_c1||agreement_release_only||0.985;v161_final_review_or_reject||tabular_logreg_c1||agreement_release_only||0.990;v161_final_review_or_reject||tabular_logreg_c1||agreement_release_only||0.995,phase2_min10_both_domain_union,B1,0,False,False,False,False,False,False
old_data,batch2_2409535,2409535,0,0.4481898827721822,False,True,False,False,True,True,True,True,False,phase2_min10_both_domain_union,1,v161_final_review_or_reject||tabular_hgb_l2||agreement_release_only||0.990,phase2_min10_both_domain_union,B1,0,False,False,False,False,False,False
old_data,batch2_2423743,2423743,0,0.5672359576240876,False,True,True,True,False,True,False,True,False,v195_selected_release,4,v161_final_review_or_reject||tabular_hgb_l2||agreement_release_only||0.990;v161_final_review_or_reject||tabular_logreg_c1||agreement_release_only||0.985;v161_final_review_or_reject||tabular_logreg_c1||agreement_release_only||0.990;v161_final_review_or_reject||tabular_logreg_c1||agreement_release_only||0.995,phase2_min10_both_domain_union,B1,0,False,False,False,False,False,False
old_data,batch2_2508196,2508196,0,0.5089255371681469,False,True,True,True,False,True,False,True,False,v195_selected_release,3,v161_final_review_or_reject||tabular_hgb_l2||agreement_release_only||0.990;v161_final_review_or_reject||tabular_logreg_c1||agreement_release_only||0.985;v161_final_review_or_reject||tabular_logreg_c1||agreement_release_only||0.990,phase2_min10_both_domain_union,B1,0,False,False,False,False,False,False
old_data,batch2_2522489,2522489,0,0.5628902387018576,False,True,True,True,False,True,False,True,False,v195_selected_release,4,v118_review_or_control||tabular_logreg_c1||agreement_release_only||0.995;v161_final_review_or_reject||tabular_logreg_c1||agreement_release_only||0.985;v161_final_review_or_reject||tabular_logreg_c1||agreement_release_only||0.990;v161_final_review_or_reject||tabular_logreg_c1||agreement_release_only||0.995,phase2_min10_both_domain_union,B1,0,False,False,False,False,False,False
old_data,batch2_2120109,2120109,1,0.6579190920903838,False,True,True,True,False,True,False,True,False,v195_selected_release,2,v161_final_review_or_reject||tabular_logreg_c1||agreement_release_only||0.985;v161_final_review_or_reject||tabular_logreg_c1||agreement_release_only||0.990,phase2_min10_both_domain_union,B2,1,False,False,False,False,False,False
old_data,batch2_2206452,2206452,1,0.6176365921182682,False,True,True,True,False,True,False,True,False,v195_selected_release,3,v161_final_review_or_reject||tabular_logreg_c1||agreement_release_only||0.985;v161_final_review_or_reject||tabular_logreg_c1||agreement_release_only||0.990;v161_final_review_or_reject||tabular_logreg_c1||agreement_release_only||0.995,phase2_min10_both_domain_union,B2,1,False,False,False,False,False,False
old_data,batch2_2301805,2301805,1,0.716923121924799,True,False,False,True,False,False,False,True,False,v185_already_auto,0,,phase2_min10_both_domain_union,B2,1,False,False,False,False,False,False
old_data,batch2_2403676,2403676,1,0.7211202391290815,True,False,False,True,False,False,False,True,False,v185_already_auto,0,,phase2_min10_both_domain_union,B2,1,False,False,False,False,False,False
old_data,batch2_2411188,2411188,1,0.8380224991455844,True,False,False,True,False,False,False,True,False,v185_already_auto,0,,phase2_min10_both_domain_union,B2,1,False,False,False,False,False,False
old_data,batch2_2417034,2417034,1,0.91025224429373,True,False,False,True,False,False,False,True,False,v185_already_auto,0,,phase2_min10_both_domain_union,B2,1,False,False,False,False,False,False
old_data,batch2_2503861,2503861,1,0.6694669919092086,False,True,False,False,True,False,False,False,True,not_released,0,,phase2_min10_both_domain_union,B2,1,False,False,False,False,False,False
old_data,batch2_2515502,2515502,1,0.8837670434758461,True,False,False,True,False,False,False,True,False,v185_already_auto,0,,phase2_min10_both_domain_union,B2,1,False,False,False,False,False,False
old_data,batch2_2500102,2500102,1,0.6958078832778739,False,True,False,False,True,False,False,False,True,not_released,0,,phase2_min10_both_domain_union,B3,1,False,False,False,False,False,False
old_data,batch2_2200835,2200835,1,0.6731901699249022,False,True,True,True,False,True,False,True,False,v195_selected_release,3,v161_final_review_or_reject||tabular_logreg_c1||agreement_release_only||0.985;v161_final_review_or_reject||tabular_logreg_c1||agreement_release_only||0.990;v161_final_review_or_reject||tabular_logreg_c1||agreement_release_only||0.995,phase2_min10_both_domain_union,TC,1,False,False,False,False,False,False
old_data,batch2_2204797,2204797,1,0.9559604342347928,True,False,False,True,False,False,False,True,False,v185_already_auto,0,,phase2_min10_both_domain_union,TC,1,False,False,False,False,False,False
old_data,batch2_2300727,2300727,1,0.7155221073531886,False,True,False,False,True,False,False,False,True,not_released,0,,phase2_min10_both_domain_union,TC,1,False,False,False,False,False,False
old_data,batch2_2303777,2303777,1,0.8148445346077619,True,False,False,True,False,False,False,True,False,v185_already_auto,0,,phase2_min10_both_domain_union,TC,1,False,False,False,False,False,False
old_data,batch2_2400512,2400512,1,0.9269630376302784,True,False,False,True,False,False,False,True,False,v185_already_auto,0,,phase2_min10_both_domain_union,TC,1,False,False,False,False,False,False
old_data,batch2_2410565,2410565,1,0.4492227676350651,False,True,True,True,False,True,False,True,False,v195_selected_release,3,v161_final_review_or_reject||tabular_logreg_c1||agreement_release_only||0.985;v161_final_review_or_reject||tabular_logreg_c1||agreement_release_only||0.990;v161_final_review_or_reject||tabular_logreg_c1||agreement_release_only||0.995,phase2_min10_both_domain_union,TC,1,False,False,False,False,False,False
old_data,batch2_2418655,2418655,1,0.5729661736628523,True,False,False,True,False,False,False,True,False,v185_already_auto,0,,phase2_min10_both_domain_union,TC,1,False,False,False,False,False,False
old_data,batch2_2420831,2420831,1,0.3890385274748207,False,True,True,True,False,True,False,True,False,v195_selected_release,2,v161_final_review_or_reject||tabular_logreg_c1||agreement_release_only||0.985;v161_final_review_or_reject||tabular_logreg_c1||agreement_release_only||0.990,phase2_min10_both_domain_union,TC,1,False,False,False,False,False,False
old_data,batch1_2116742,2116742,0,0.2956753302142093,False,True,False,False,True,False,False,False,True,not_released,0,,phase2_min10_both_domain_union,A,0,False,False,False,False,False,False
old_data,batch1_2320997,2320997,0,0.4038603298526373,False,True,True,True,False,True,False,True,False,v195_selected_release,2,v161_final_review_or_reject||tabular_hgb_l2||agreement_release_only||0.990;v161_final_review_or_reject||tabular_logreg_c1||agreement_release_only||0.985,phase2_min10_both_domain_union,A,0,False,False,False,False,False,False
old_data,batch1_2423184,2423184,0,0.1717545523500069,True,False,False,True,False,False,False,True,False,v185_already_auto,0,,phase2_min10_both_domain_union,A,0,False,False,False,False,False,False
old_data,batch1_2516607,2516607,0,0.231560535420802,True,False,False,True,False,False,False,True,False,v185_already_auto,0,,phase2_min10_both_domain_union,A,0,False,False,False,False,False,False
old_data,batch1_2114234,2114234,0,0.2462712038289772,True,False,False,True,False,False,False,True,False,v185_already_auto,0,,phase2_min10_both_domain_union,AB,0,False,False,False,False,False,False
old_data,batch1_2118656,2118656,0,0.1656428742461238,True,False,False,True,False,False,False,True,False,v185_already_auto,0,,phase2_min10_both_domain_union,AB,0,False,False,False,False,False,False
old_data,batch1_2202319,2202319,0,0.0511300622554898,True,False,False,True,False,False,False,True,False,v185_already_auto,0,,phase2_min10_both_domain_union,AB,0,False,False,False,False,False,False
old_data,batch1_2208641,2208641,0,0.0979000258880156,True,False,False,True,False,False,False,True,False,v185_already_auto,0,,phase2_min10_both_domain_union,AB,0,False,False,False,False,False,False
old_data,batch1_2120526,2120526,0,0.5229316383478837,False,True,True,True,False,True,False,True,False,v195_selected_release,4,v161_final_review_or_reject||tabular_hgb_l2||agreement_release_only||0.990;v161_final_review_or_reject||tabular_logreg_c1||agreement_release_only||0.985;v161_final_review_or_reject||tabular_logreg_c1||agreement_release_only||0.990;v161_final_review_or_reject||tabular_logreg_c1||agreement_release_only||0.995,phase2_min10_both_domain_union,B1,0,False,False,False,False,False,False
old_data,batch1_2211451,2211451,0,0.0872797259674493,True,False,False,True,False,False,False,True,False,v185_already_auto,0,,phase2_min10_both_domain_union,B1,0,False,False,False,False,False,False
old_data,batch1_2303898,2303898,0,0.3733440452179577,False,True,False,False,True,False,False,False,True,not_released,0,,phase2_min10_both_domain_union,B1,0,False,False,False,False,False,False
old_data,batch1_2407012,2407012,0,0.2487041703557241,False,True,False,False,True,False,False,False,True,not_released,0,,phase2_min10_both_domain_union,B1,0,False,False,False,False,False,False
old_data,batch1_2115307,2115307,1,0.6726702889073487,True,False,False,True,False,False,False,True,False,v185_already_auto,0,,phase2_min10_both_domain_union,B2,1,False,False,False,False,False,False
old_data,batch1_2213215,2213215,1,0.6384949608230573,False,True,False,False,True,False,False,False,True,not_released,0,,phase2_min10_both_domain_union,B2,1,False,False,False,False,False,False
old_data,batch1_2403265,2403265,1,0.7567584194102653,True,False,False,True,False,False,False,True,False,v185_already_auto,0,,phase2_min10_both_domain_union,B2,1,False,False,False,False,False,False
old_data,batch1_2506173,2506173,1,0.5350720599066733,True,False,False,True,False,False,False,True,False,v185_already_auto,0,,phase2_min10_both_domain_union,B2,1,False,False,False,False,False,False
old_data,batch1_2118721,2118721,1,0.7938296285534302,True,False,False,True,False,False,False,True,False,v185_already_auto,0,,phase2_min10_both_domain_union,B3,1,False,False,False,False,False,False
old_data,batch1_2202269,2202269,1,0.7029040991914185,False,True,True,True,False,True,False,True,False,v195_selected_release,2,v161_final_review_or_reject||tabular_logreg_c1||agreement_release_only||0.985;v161_final_review_or_reject||tabular_logreg_c1||agreement_release_only||0.990,phase2_min10_both_domain_union,B3,1,False,False,False,False,False,False
old_data,batch1_2309502,2309502,1,0.7392524284385308,True,False,False,True,False,False,False,True,False,v185_already_auto,0,,phase2_min10_both_domain_union,B3,1,False,False,False,False,False,False
old_data,batch1_2421337,2421337,1,0.510899591439236,True,False,False,True,False,False,False,True,False,v185_already_auto,0,,phase2_min10_both_domain_union,B3,1,False,False,False,False,False,False
old_data,batch1_2203078,2203078,1,0.974580224320684,True,False,False,True,False,False,False,True,False,v185_already_auto,0,,phase2_min10_both_domain_union,TC,1,False,False,False,False,False,False
old_data,batch1_2206057,2206057,1,0.7875221768810169,True,False,False,True,False,False,False,True,False,v185_already_auto,0,,phase2_min10_both_domain_union,TC,1,False,False,False,False,False,False
old_data,batch1_2307206,2307206,1,0.6058522229642084,False,True,False,False,True,False,False,False,True,not_released,0,,phase2_min10_both_domain_union,TC,1,False,False,False,False,False,False
old_data,batch2_2118662,2118662,0,0.1350926635385025,True,False,False,True,False,False,False,True,False,v185_already_auto,0,,phase2_min10_both_domain_union,A,0,False,False,False,False,False,False
old_data,batch2_2402069,2402069,0,0.3762914489844566,False,True,False,False,True,False,False,False,True,not_released,0,,phase2_min10_both_domain_union,A,0,False,False,False,False,False,False
old_data,batch2_2418741,2418741,0,0.4020745248507533,False,True,False,False,True,True,True,True,False,phase2_min10_both_domain_union,1,v161_final_review_or_reject||tabular_hgb_l2||agreement_release_only||0.990,phase2_min10_both_domain_union,A,0,False,False,False,False,False,False
old_data,batch2_2510573,2510573,0,0.3664559807153396,False,True,False,False,True,False,False,False,True,not_released,0,,phase2_min10_both_domain_union,A,0,False,False,False,False,False,False
old_data,batch2_2524336,2524336,0,0.3997980907550498,False,True,True,True,False,True,False,True,False,v195_selected_release,1,v161_final_review_or_reject||tabular_logreg_c1||agreement_release_only||0.985,phase2_min10_both_domain_union,A,0,False,False,False,False,False,False
old_data,batch2_2110487,2110487,0,0.2923250527493214,False,True,False,False,True,False,False,False,True,not_released,0,,phase2_min10_both_domain_union,AB,0,False,False,False,False,False,False
old_data,batch2_2114239,2114239,0,0.5938209200606662,False,True,True,True,False,True,False,True,False,v195_selected_release,4,v161_final_review_or_reject||tabular_hgb_l2||agreement_release_only||0.990;v161_final_review_or_reject||tabular_logreg_c1||agreement_release_only||0.985;v161_final_review_or_reject||tabular_logreg_c1||agreement_release_only||0.990;v161_final_review_or_reject||tabular_logreg_c1||agreement_release_only||0.995,phase2_min10_both_domain_union,AB,0,False,False,False,False,False,False
old_data,batch2_2116797,2116797,0,0.2803823898530176,True,False,False,True,False,False,False,True,False,v185_already_auto,0,,phase2_min10_both_domain_union,AB,0,False,False,False,False,False,False
old_data,batch2_2120339,2120339,0,0.400403683179212,False,True,False,False,True,False,False,False,True,not_released,0,,phase2_min10_both_domain_union,AB,0,False,False,False,False,False,False
old_data,batch2_2205843,2205843,0,0.1383728911116931,True,False,False,True,False,False,False,True,False,v185_already_auto,0,,phase2_min10_both_domain_union,AB,0,False,False,False,False,False,False
old_data,batch2_2207648,2207648,0,0.3120626881976253,False,True,False,False,True,False,False,False,True,not_released,0,,phase2_min10_both_domain_union,AB,0,False,False,False,False,False,False
old_data,batch2_2116613,2116613,0,0.47950582139644,False,True,True,True,False,True,False,True,False,v195_selected_release,1,v161_final_review_or_reject||tabular_logreg_c1||agreement_release_only||0.985,phase2_min10_both_domain_union,B1,0,False,False,False,False,False,False
old_data,batch2_2213450,2213450,0,0.8421280982178949,False,True,True,True,False,True,False,True,False,v195_selected_release,4,v161_final_review_or_reject||tabular_hgb_l2||agreement_release_only||0.990;v161_final_review_or_reject||tabular_logreg_c1||agreement_release_only||0.985;v161_final_review_or_reject||tabular_logreg_c1||agreement_release_only||0.990;v161_final_review_or_reject||tabular_logreg_c1||agreement_release_only||0.995,phase2_min10_both_domain_union,B1,0,False,False,False,False,False,False
old_data,batch2_2414793,2414793,0,0.7732204030379043,False,True,True,True,False,True,False,True,False,v195_selected_release,4,v161_final_review_or_reject||tabular_hgb_l2||agreement_release_only||0.990;v161_final_review_or_reject||tabular_logreg_c1||agreement_release_only||0.985;v161_final_review_or_reject||tabular_logreg_c1||agreement_release_only||0.990;v161_final_review_or_reject||tabular_logreg_c1||agreement_release_only||0.995,phase2_min10_both_domain_union,B1,0,False,False,False,False,False,False
old_data,batch2_2500348,2500348,0,0.1814562245578859,True,False,False,True,False,False,False,True,False,v185_already_auto,0,,phase2_min10_both_domain_union,B1,0,False,False,False,False,False,False
old_data,batch2_2509289,2509289,0,0.5388400991261139,False,True,True,True,False,True,False,True,False,v195_selected_release,2,v161_final_review_or_reject||tabular_logreg_c1||agreement_release_only||0.985;v161_final_review_or_reject||tabular_logreg_c1||agreement_release_only||0.990,phase2_min10_both_domain_union,B1,0,False,False,False,False,False,False
old_data,batch2_2525463,2525463,0,0.4838512763053083,False,True,True,True,False,True,False,True,False,v195_selected_release,4,v161_final_review_or_reject||tabular_hgb_l2||agreement_release_only||0.990;v161_final_review_or_reject||tabular_logreg_c1||agreement_release_only||0.985;v161_final_review_or_reject||tabular_logreg_c1||agreement_release_only||0.990;v161_final_review_or_reject||tabular_logreg_c1||agreement_release_only||0.995,phase2_min10_both_domain_union,B1,0,False,False,False,False,False,False
old_data,batch2_2202031,2202031,1,0.3115091403651864,False,True,True,True,False,True,False,True,False,v195_selected_release,4,v118_review_or_control||tabular_logreg_c1||agreement_release_only||0.995;v161_final_review_or_reject||tabular_logreg_c1||agreement_release_only||0.985;v161_final_review_or_reject||tabular_logreg_c1||agreement_release_only||0.990;v161_final_review_or_reject||tabular_logreg_c1||agreement_release_only||0.995,phase2_min10_both_domain_union,B2,1,False,False,False,False,False,False
old_data,batch2_2208027,2208027,1,0.7145363937699928,False,True,True,True,False,True,False,True,False,v195_selected_release,3,v161_final_review_or_reject||tabular_logreg_c1||agreement_release_only||0.985;v161_final_review_or_reject||tabular_logreg_c1||agreement_release_only||0.990;v161_final_review_or_reject||tabular_logreg_c1||agreement_release_only||0.995,phase2_min10_both_domain_union,B2,1,False,False,False,False,False,False
old_data,batch2_2302206,2302206,1,0.641441984875792,True,False,False,True,False,False,False,True,False,v185_already_auto,0,,phase2_min10_both_domain_union,B2,1,False,False,False,False,False,False
old_data,batch2_2405119,2405119,1,0.8289297894004336,True,False,False,True,False,False,False,True,False,v185_already_auto,0,,phase2_min10_both_domain_union,B2,1,False,False,False,False,False,False
old_data,batch2_2412140,2412140,1,0.1406473882670914,False,True,True,True,False,True,False,True,False,v195_selected_release,3,v161_final_review_or_reject||tabular_logreg_c1||agreement_release_only||0.985;v161_final_review_or_reject||tabular_logreg_c1||agreement_release_only||0.990;v161_final_review_or_reject||tabular_logreg_c1||agreement_release_only||0.995,phase2_min10_both_domain_union,B2,1,False,False,False,False,False,False
old_data,batch2_2418322,2418322,1,0.4063954532406755,False,True,True,True,False,True,False,True,False,v195_selected_release,1,v161_final_review_or_reject||tabular_logreg_c1||agreement_release_only||0.985,phase2_min10_both_domain_union,B2,1,False,False,False,False,False,False
old_data,batch2_2504617,2504617,1,0.6466225047313906,True,False,False,True,False,False,False,True,False,v185_already_auto,0,,phase2_min10_both_domain_union,B2,1,False,False,False,False,False,False
old_data,batch2_2515527,2515527,1,0.3843849512273529,False,True,False,False,True,False,False,False,True,not_released,0,,phase2_min10_both_domain_union,B2,1,False,False,False,False,False,False
old_data,batch2_2505826,2505826,1,0.4652615292179265,False,True,False,False,True,False,False,False,True,not_released,0,,phase2_min10_both_domain_union,B3,1,False,False,False,False,False,False
old_data,batch2_2201508,2201508,1,0.6103234966538881,False,True,False,False,True,True,True,True,False,phase2_min10_both_domain_union,1,v161_final_review_or_reject||tabular_hgb_l2||agreement_release_only||0.990,phase2_min10_both_domain_union,TC,1,False,False,False,False,False,False
old_data,batch2_2206893,2206893,1,0.919776286510887,True,False,False,True,False,False,False,True,False,v185_already_auto,0,,phase2_min10_both_domain_union,TC,1,False,False,False,False,False,False
old_data,batch2_2300936,2300936,1,0.837839060863903,True,False,False,True,False,False,False,True,False,v185_already_auto,0,,phase2_min10_both_domain_union,TC,1,False,False,False,False,False,False
old_data,batch2_2307709,2307709,1,0.5566963911846864,True,False,False,True,False,False,False,True,False,v185_already_auto,0,,phase2_min10_both_domain_union,TC,1,False,False,False,False,False,False
old_data,batch2_2403455,2403455,1,0.8873117856873617,True,False,False,True,False,False,False,True,False,v185_already_auto,0,,phase2_min10_both_domain_union,TC,1,False,False,False,False,False,False
old_data,batch2_2410801,2410801,1,0.8338360808915787,True,False,False,True,False,False,False,True,False,v185_already_auto,0,,phase2_min10_both_domain_union,TC,1,False,False,False,False,False,False
old_data,batch2_2418855,2418855,1,0.8768937195454791,True,False,False,True,False,False,False,True,False,v185_already_auto,0,,phase2_min10_both_domain_union,TC,1,False,False,False,False,False,False
